hazard,min,median,max
wildfire,17.20737913486005,80.75699745547074,99.52290076335878
riverine_flood,0.89058524173028,28.148854961832058,95.26081424936386
drought,0.0,28.498727735368956,97.10559796437659
heat_wave,0.0,9.730250481695569,86.64097623635196
winter_weather,2.259707192870783,62.57161043921069,99.61807765754297
hail,0.986005089058524,30.916030534351147,99.87277353689568
strong_wind,0.986005089058524,11.704834605597965,96.08778625954199
