allotment_id,agency,allotment_name,county_geoid,county_name,authorized_aum,authorized_use_acres,source_url,vintage,status,manual_fetch_id
09215,USFS,BLOW OUT,56005,Campbell,,923.479,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
09216,USFS,JOHNSON,56009,Converse,,4591.151,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
09307,USFS,PINE RIDGE,56045,Weston,,17187.424,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
09308,USFS,PIPELINE,56045,Weston,,3260.785,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
09309,USFS,HARKNESS DRAW,56045,Weston,,1472.273,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
09310,USFS,BORGIALLI,56045,Weston,,8004.372,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
09311,USFS,WHISLER,56045,Weston,,407.335,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
06636,USFS,PASTURE,56009,Converse,,4314.203,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
06637,USFS,RATTLESNAKE,56001,Albany,,1674.702,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
06639,USFS,ROARING FORK,56009,Converse,,6436.003,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
09213,USFS,JACOBS,56009,Converse,,10224.916,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
09214,USFS,KERR-MCGEE,56005,Campbell,,13292.058,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
09218,USFS,BACON CREEK,56005,Campbell,,34568.38,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
09312,USFS,ALKALI,56045,Weston,,14546.369,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
09315,USFS,BUTCHER ROAD,56045,Weston,,7161.139,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
09316,USFS,HANS,56045,Weston,,1637.847,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
09321,USFS,COORDINGLY,56045,Weston,,1994.695,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
09323,USFS,BUFFALO CREEK,56045,Weston,,339.086,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
09328,USFS,KRAFT,56045,Weston,,571.847,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
06613,USFS,DEER CREEK,56001,Albany,,6153.487,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
09009,USFS,EAST CELLARS COMMUNITY,56045,Weston,,6696.819,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
06627,USFS,INDIAN FLAT,56009,Converse,,3831.812,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
06611,USFS,CUMMINGS PARK,56009,Converse,,1514.582,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
02711,USFS,SNOWY RANGE S&G,56007,Carbon,,114649.368,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,VACANT,usfs_grazing
06645,USFS,SHEEP MOUNTAIN,56031,Platte,,3415.626,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
06664,USFS,BIGHORN,56001,Albany,,3820.611,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,VACANT-UNAVAILABLE,usfs_grazing
00501,USFS,BEEBE-MARKEY,56027,Niobrara,,3342.523,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
02400,USFS,BATTLE CREEK,56007,Carbon,,8437.934,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
00504,USFS,ELLISON DAM,56027,Niobrara,,4555.309,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
00516,USFS,PFISTER,56027,Niobrara,,6398.38,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
00511,USFS,HONADEL,56027,Niobrara,,2093.616,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
00382,USFS,BRUSH CREEK,56027,Niobrara,,6002.065,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
00551,USFS,ANTELOPE,56027,Niobrara,,10443.715,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
00563,USFS,WEST ASSOCIATION,56027,Niobrara,,6353.22,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
09340,USFS,ELLIOTT,56045,Weston,,6242.863,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
09341,USFS,TURNER CREEK,56045,Weston,,2123.564,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
09342,USFS,TODD,56045,Weston,,13696.918,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
09343,USFS,FORDYCE,56045,Weston,,1952.44,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
09344,USFS,NORTH FORK,56045,Weston,,4075.116,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
09339,USFS,ROCK CREEK,56045,Weston,,2532.437,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
00001,USFS,INDIAN BRUSH,56027,Niobrara,,10385.075,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
00004,USFS,SHERRILL HILLS,56027,Niobrara,,2536.597,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
09345,USFS,HAGERMAN,56045,Weston,,2301.865,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
09395,USFS,SHAW,56045,Weston,,14038.796,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
09397,USFS,HUCKINS,56045,Weston,,635.8,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
09398,USFS,WILDCAT CREEK,56045,Weston,,9656.019,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
06647,USFS,SOUTH END,56001,Albany,,6149.797,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
09399,USFS,PRAIRIE CREEK,56045,Weston,,462.093,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
06651,USFS,WEST FORK,56009,Converse,,1876.578,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
06605,USFS,BLACKTAIL,56001,Albany,,3529.784,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,VACANT-UNAVAILABLE,usfs_grazing
09263,USFS,DILTS,56009,Converse,,3694.154,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
03334,USFS,FIRELINE,56007,Carbon,,9425.39,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
00518,USFS,SIMONS,56027,Niobrara,,1551.52,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
90058,USFS,POSTON,56021,Laramie,,560.0,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
00512,USFS,GRACE CREEK,56001,Albany,,33301.0,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
00510,USFS,GABRIELSON,56001,Albany,,1696.0,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
00524,USFS,SCHAFFER,56001,Albany,,2068.0,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
00501,USFS,BOULDER RIDGE,56001,Albany,,5882.0,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,CLOSED,usfs_grazing
03095,USFS,HAYS PARK,56013,Fremont,,8673.456,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
01008,USFS,LITTLE ROCK,56029,Park,,4902.913,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
01009,USFS,TABLE MOUNTAIN,56029,Park,,13902.028,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
01004,USFS,REEF CREEK,56029,Park,,11454.839,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
02066,USFS,TWIN PEAKS,56017,Hot Springs,,4821.198,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
04143,USFS,HARDPAN/TABLE MOUNTAIN,56029,Park,,15218.64,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
01012,USFS,BURNT MOUNTAIN,56029,Park,,4416.972,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,VACANT-UNAVAILABLE,usfs_grazing
02042,USFS,GOOSEBERRY CREEK,56017,Hot Springs,,9920.38,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
01018,USFS,PEAT BEDS,56029,Park,,5846.208,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,VACANT-UNAVAILABLE,usfs_grazing
03097,USFS,MEADOW CREEK,56013,Fremont,,1351.38,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
03099,USFS,SAWMILL,56013,Fremont,,9378.302,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
03091,USFS,BAYER MOUNTAIN,56013,Fremont,,5264.565,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
03096,USFS,MAXON BASIN,56013,Fremont,,5841.192,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
04134,USFS,BOBCAT,56029,Park,,6579.582,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
04145,USFS,ISHAWOOA HILLS,56029,Park,,1470.323,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
01003,USFS,BENCH,56029,Park,,28758.941,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
05196,USFS,SALT CREEK,56013,Fremont,,10094.163,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
05187,USFS,UNION PASS,56013,Fremont,,48054.528,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
03101,USFS,SOUTH PASS,56013,Fremont,,6943.484,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
03111,USFS,BEAVER CREEK,56013,Fremont,,1332.71,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
04140,USFS,RAND CREEK,56029,Park,,1588.407,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
02055,USFS,COTTONWOOD,56017,Hot Springs,,7718.126,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,VACANT,usfs_grazing
03092,USFS,DICKINSON PARK,56013,Fremont,,22142.654,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
04131,USFS,BELKNAP,56029,Park,,11310.494,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
04138,USFS,DUNN CREEK,56029,Park,,4541.404,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
01002,USFS,BASIN,56029,Park,,73155.892,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
03094,USFS,FRYE LAKE,56013,Fremont,,20533.611,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
03098,USFS,MIDDLE FORK,56013,Fremont,,27411.251,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
03112,USFS,ATLANTIC CITY,56013,Fremont,,1008.182,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
03109,USFS,SLATE CREEK,56013,Fremont,,7543.619,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
04153,USFS,RATTLESNAKE,56029,Park,,4453.054,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
04150,USFS,LOGAN MOUNTAIN,56029,Park,,12474.311,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
05191,USFS,WIND RIVER,56013,Fremont,,45048.026,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
02045,USFS,KIRWIN,56029,Park,,21790.988,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
04156,USFS,VALLEY/BOULDER,56029,Park,,3371.957,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
01005,USFS,FACE OF THE MOUNTAIN,56029,Park,,8561.973,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
01007,USFS,LAKE CREEK,56029,Park,,19827.172,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
04154,USFS,ROCK CREEK,56029,Park,,16889.569,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
04135,USFS,COMMUNITY,56029,Park,,14986.364,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
04158,USFS,CARTER CREEK ON/OFF,56029,Park,,600.904,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
01011,USFS,BENNETT CREEK,56029,Park,,6686.399,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,VACANT-UNAVAILABLE,usfs_grazing
01006,USFS,GHOST CREEK,56029,Park,,11372.776,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
01027,USFS,CRANDALL II,56029,Park,,18650.904,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
04167,USFS,BULL CREEK ON/OFF,56029,Park,,1172.121,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
01030,USFS,PAT OHARA ON/OFF,56029,Park,,1990.452,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
02054,USFS,CARTER MOUNTAIN,56029,Park,,2411.273,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
02043,USFS,GREYBULL,56029,Park,,36506.785,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
02057,USFS,SUGARLOAF,56017,Hot Springs,,9334.199,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
02040,USFS,DEER CREEK,56029,Park,,4418.274,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
02044,USFS,GUARD STATION,56029,Park,,7043.948,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
01016,USFS,LINE CREEK WEST,56029,Park,,5139.968,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,VACANT-UNAVAILABLE,usfs_grazing
02059,USFS,FRANCS PEAK,56029,Park,,19169.313,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
04155,USFS,TROUT CREEK,56029,Park,,21058.874,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
04152,USFS,PEARSON,56029,Park,,12283.332,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
01019,USFS,STOCKADE,56029,Park,,4912.429,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,VACANT-UNAVAILABLE,usfs_grazing
02041,USFS,DICK CREEK,56029,Park,,10963.361,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
02050,USFS,TIMBER CREEK,56029,Park,,10011.574,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
01017,USFS,LITTLE ROCK CREEK,56029,Park,,3496.361,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,VACANT-UNAVAILABLE,usfs_grazing
01014,USFS,DEEP CREEK,56029,Park,,3791.967,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,VACANT-UNAVAILABLE,usfs_grazing
04144,USFS,HUNTER CREEK,56029,Park,,1688.754,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
02076,USFS,PINEY,56029,Park,,14297.59,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
02046,USFS,PICKETT CREEK,56029,Park,,15548.71,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
05192,USFS,BEAR CREEK,56013,Fremont,,19506.661,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
05185,USFS,RAMSHORN,56013,Fremont,,16221.455,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
05184,USFS,PARQUE CREEK,56013,Fremont,,13436.858,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
02047,USFS,RENNERBERG,56029,Park,,1348.697,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
05183,USFS,HORSE CREEK,56013,Fremont,,28266.609,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
05190,USFS,WIGGINS FORK,56013,Fremont,,59982.586,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
02074,USFS,WASHAKIE NEEDLES,56017,Hot Springs,,7775.073,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
05188,USFS,WARM SPRINGS,56013,Fremont,,17038.397,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
05182,USFS,FISH LAKE,56013,Fremont,,13342.31,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
05189,USFS,WHISKEY MOUNTAIN,56013,Fremont,,12429.453,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
02081,USFS,MEETEETSE,56029,Park,,3679.003,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
02048,USFS,SAGE CREEK ON/OFF,56029,Park,,919.65,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
02078,USFS,SWING,56029,Park,,6187.932,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
02080,USFS,ASPEN CREEK,56029,Park,,2092.453,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
02049,USFS,SUGARLOAF/THREE PEAKS,56017,Hot Springs,,1971.699,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
03108,USFS,PINE/WILLOW,56013,Fremont,,18295.031,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
03093,USFS,ED YOUNG BASIN,56013,Fremont,,11326.556,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
03102,USFS,COLE SPRING,56013,Fremont,,6916.782,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
01001,USFS,BALD RIDGE,56029,Park,,23400.999,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
07041,USFS,TOSI CREEK,56035,Sublette,,14099.836,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,VACANT-UNAVAILABLE,usfs_grazing
04006,USFS,MOSQUITO-FALL CRK,56039,Teton,,45748.815,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,VACANT-UNAVAILABLE,usfs_grazing
07013,USFS,UPPER GREEN RIVER,56035,Sublette,,140449.944,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
40113,USFS,SNAKE RIVER O/O,56039,Teton,,417.015,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,CLOSED,usfs_grazing
02018,USFS,JACK CREEK C&H,56035,Sublette,,32411.487,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
07002,USFS,BEAVER-TWIN,56035,Sublette,,22094.129,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
02012,USFS,FISHERMAN CRK C&H,56035,Sublette,,47711.655,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
03100,USFS,BIG GREYS RIVER,56023,Lincoln,,23352.049,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
01006,USFS,SPRUCE CREEK,56023,Lincoln,,6117.33,https://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Allotment.zip,2026-07-19,ACTIVE,usfs_grazing
