source_record_id,plant_name,state,county,difference,capacity_mw_existing,capacity_mw_staged,status_existing,status_staged
63462:PGR17,Pika Solar,OR,Marion,staged_only,,2.2,,OP
63463:PGR14,"Mohea Solar Energy Center, LLC",SC,Cherokee,staged_only,,5.0,,OP
63464:PGR19,Brush Creek Solar,OR,Marion,staged_only,,2.2,,OP
63465:PGR20,Minke Solar,OR,Clackamas,staged_only,,2.2,,OP
63466:PGR18,Drift Creek Solar,OR,Marion,staged_only,,2.2,,OP
63467:PGR16,Bighorn Solar,OR,Marion,staged_only,,2.2,,OP
63468:BATT,Hurteau Solar Project Hybrid,MA,Worcester,staged_only,,1.3,,OP
63468:HURTU,Hurteau Solar Project Hybrid,MA,Worcester,staged_only,,2.0,,OP
63469:ALICA,Alicea Solar Project Hybrid CSG,MA,Worcester,staged_only,,2.0,,OP
63469:BATT,Alicea Solar Project Hybrid CSG,MA,Worcester,staged_only,,1.5,,OP
63470:BATT,McDougle-Mitchell Solar Project Hybrid C,MA,Worcester,staged_only,,2.9,,OP
63470:MCDMT,McDougle-Mitchell Solar Project Hybrid C,MA,Worcester,staged_only,,4.5,,OP
63472:BATT,Cycz Solar Project CSG Hybrid,MA,Worcester,staged_only,,1.3,,OP
63472:CYCZ,Cycz Solar Project CSG Hybrid,MA,Worcester,staged_only,,2.0,,OP
63473:BATT,West A&B Solar Project Hybrid CSG,MA,Worcester,staged_only,,1.8,,OP
63473:WEST,West A&B Solar Project Hybrid CSG,MA,Worcester,staged_only,,2.5,,OP
63474:ANNES,Annese Solar Project Hybrid CSG,MA,Worcester,staged_only,,4.3,,OP
63474:BATT,Annese Solar Project Hybrid CSG,MA,Worcester,staged_only,,3.5,,OP
63475:BATT,Randall Solar Project Hybrid,MA,Worcester,staged_only,,3.3,,OP
63475:RAND,Randall Solar Project Hybrid,MA,Worcester,staged_only,,5.0,,OP
63476:SAINT,Saint Solar,AZ,Pinal,staged_only,,100.0,,OP
63477:SOLAR,Alcalde Solar Array,NM,Rio Arriba,staged_only,,2.4,,OP
63478:CT-1,Ross Hall Central Utility Plant,DC,District of Columbia,staged_only,,4.6,,OP
63479:GEN1,"Traverse Wind Project, LLC",OK,Custer,staged_only,,999.0,,OP
63480:RPRG,Roberds Garden CSG,MN,Rice,staged_only,,1.0,,OP
63481:RPCG,Clear Garden CSG,MN,Waseca,staged_only,,1.0,,OP
63482:PW1,Point Wind,CA,Kern,staged_only,,64.5,,OP
63483:T60-1,ACM - Midtown Thermal,NJ,Atlantic,staged_only,,5.5,,OP
63484:GOHMN,Gohman Community Solar (CSG),MN,Sherburne,staged_only,,1.1,,OP
63485:1,ECP Uptown Campus,PA,Allegheny,staged_only,,5.6,,OP
63486:DA04,D'Arrigo Brothers - Phase 4,CA,Monterey,staged_only,,1.7,,OP
63486:DA04B,D'Arrigo Brothers - Phase 4,CA,Monterey,staged_only,,0.5,,OP
63487:WSOL,Wister Solar,CA,Imperial,staged_only,,20.0,,OP
63489:GEN1,"Sundance Wind Project, LLC",OK,Woods,staged_only,,199.0,,OP
63490:OEC1,CD4,CA,Mono,staged_only,,44.4,,OP
63491:NVSOL,North Valley,NV,Washoe,staged_only,,5.5,,OP
63491:OEC1,North Valley,NV,Washoe,staged_only,,31.5,,OP
63492:CTG-1,DCO Burlington,NJ,Burlington,staged_only,,3.5,,OP
63493:SIAD,PSREC/SIAD Solar,CA,Lassen,staged_only,,2.5,,OP
63494:GEN1,"Maverick Wind Project, LLC",OK,Major,staged_only,,288.0,,OP
63495:1,Durrance,FL,Polk,staged_only,,60.0,,OP
63496:PV1,Frederick County - Landfill,MD,Frederick,staged_only,,2.0,,OP
63497:NORTH,Calabro Airport North Solar Project,NY,Suffolk,staged_only,,1.3,,OP
63498:SOUTH,Calabro Airport South Solar Project,NY,Suffolk,staged_only,,1.2,,OP
63499:CVS1,Choctaw Nation Solar Farm,OK,Bryan,staged_only,,5.0,,OP
63500:CVS1,Chickasaw Nation Solar Farm,OK,Murray,staged_only,,5.0,,OP
63501:CTG-1,Montclair State University Cogen,NJ,Passaic,staged_only,,6.4,,OP
63501:ENG-1,Montclair State University Cogen,NJ,Passaic,staged_only,,2.7,,OP
63501:ENG-2,Montclair State University Cogen,NJ,Passaic,staged_only,,2.7,,OP
63502:OGW24,Oso Grande Wind Farm,NM,Lea,staged_only,,33.8,,OP
63502:OGW45,Oso Grande Wind Farm,NM,Lea,staged_only,,216.0,,OP
63503:LAKHS,Lakehurst Solar,NJ,Ocean,staged_only,,9.6,,OP
63504:CM5-1,"Copper Mountain Solar 5, LLC",NV,Clark,staged_only,,252.0,,OP
63505:CB,Cherry Blossom Solar LLC,SC,Williamsburg,staged_only,,10.0,,OP
63507:BOS1,Bakeoven Solar,OR,Wasco,staged_only,,60.0,,OP
63508:CSPV1,Camino Solar Hybrid,CA,Kern,staged_only,,44.0,,OP
63509:LHS1,Lund Hill Solar,WA,Klickitat,staged_only,,150.0,,OP
63510:PV1,Walnut Unified School District Walnut HS,CA,Los Angeles,staged_only,,1.8,,OP
63510:ST1,Walnut Unified School District Walnut HS,CA,Los Angeles,staged_only,,0.5,,OP
63511:PV1,Mohonasen Central School District,NY,Schenectady,staged_only,,1.1,,OP
63512:PV1,Wor-Wic Community College - Offsite,MD,Wicomico,staged_only,,2.0,,OP
63514:MLO2,Moonlight Packing - Phase 2,CA,Fresno,staged_only,,1.4,,OP
63516:CACTY,California City,CA,Kern,staged_only,,1.9,,OP
63517:PV1,Santa Fe Solar Power Plant,FL,Columbia,staged_only,,74.9,,OP
63518:PV1,Twin Rivers Solar Power Plant,FL,Hamilton,staged_only,,74.9,,OP
63519:CRN1,Crane Solar Project,TX,Crane,staged_only,,150.0,,OP
63520:PASP2,PA Solar Park II,PA,Carbon,staged_only,,10.0,,OP
63521:MCW1,CED Mason City Wind,IA,Cerro Gordo,staged_only,,7.5,,OP
63522:HPBAT,Hickory Park Solar Hybrid,GA,Mitchell,staged_only,,40.0,,OP
63522:HPRK,Hickory Park Solar Hybrid,GA,Mitchell,staged_only,,195.5,,OP
63523:GEN1,Spruce - WCMD - Rubble II,MD,Washington,staged_only,,2.0,,OP
63524:GEN1,Spruce - WCMD - Rubble I,MD,Washington,staged_only,,2.0,,OP
63525:GEN1,Spruce - WCMD - Creek,MD,Washington,staged_only,,2.0,,OP
63526:GEN1,Spruce - WCMD - Resh I,MD,Washington,staged_only,,2.0,,OP
63527:GEN1,Lafayette 2 - Internal Services Dept,CA,Los Angeles,staged_only,,1.9,,OP
63530:10331,Jersey City DWP,NJ,Hudson,staged_only,,1.0,,OP
63531:10327,Pima Community College NW,AZ,Pima,staged_only,,1.3,,OP
63532:52837,Winona Community Solar One LLC,MN,Winona,staged_only,,1.0,,OP
63533:52830,Goodhue Community Solar Two LLC,MN,Goodhue,staged_only,,1.0,,OP
63534:52827,Houston/Winona Community Solar One LLC,MN,Houston,staged_only,,1.0,,OP
63535:NG,Solar BESS Hybrid,GA,Cobb,staged_only,,1.0,,OP
63535:SOLAR,Solar BESS Hybrid,GA,Cobb,staged_only,,1.5,,OP
63535:TEST,Solar BESS Hybrid,GA,Cobb,staged_only,,1.0,,OP
63536:BLD3,Amazon DEN2 Solar Project,CO,Adams,staged_only,,1.2,,OP
63537:BLD3,Amazon BDL3 Solar Project,CT,New Haven,staged_only,,1.0,,OP
63538:AS2,Assembly Solar II LLC,MI,Shiawassee,staged_only,,110.0,,OP
63540:EG1,Essex County Correctional Facility Cogen,NJ,Essex,staged_only,,3.1,,OP
63540:EG2,Essex County Correctional Facility Cogen,NJ,Essex,staged_only,,3.1,,OP
63542:ENTER,Enter Solar,MN,Waseca,staged_only,,1.0,,OP
63543:LNGE,Lange Solar,MN,Olmsted,staged_only,,1.0,,OP
63545:GEN1,Chevron - Lost Hills Hybrid,CA,Kern,staged_only,,30.0,,OP
63548:1,Lily Solar,SC,Allendale,staged_only,,70.0,,OP
63549:WSS,Water Strider Solar,VA,Halifax,staged_only,,80.0,,OP
63551:PGR21,Samoset Solar,ME,Knox,staged_only,,2.0,,OP
63552:PGR21,Woodfields Solar,SC,Greenwood,staged_only,,2.0,,OP
63554:MSSB1,Mohave Electric Cooperative at Joy Lane,AZ,Mohave,staged_only,,15.0,,OP
63554:PV2,Mohave Electric Cooperative at Joy Lane,AZ,Mohave,staged_only,,10.9,,OP
63555:STJOE,"St. Joseph's Solar, LLC CSG",MA,Worcester,staged_only,,1.0,,OP
63556:BOUTI,"Boutillier Solar, LLC CSG",MA,Worcester,staged_only,,2.9,,OP
63557:BLAWV,"Blair Wire Village Solar, LLC CSG",MA,Worcester,staged_only,,1.0,,OP
63558:BARAC,"Barton Acres Solar, LLC CSG",MA,Worcester,staged_only,,1.0,,OP
63559:GT1,MMWEC Simple Cycle Gas Turbine,MA,Essex,staged_only,,65.0,,OP
63561:CHERV,"Cherry Valley Solar, LLC CSG",MA,Worcester,staged_only,,1.0,,OP
63562:DIGHT,"ISM Solar Dighton 2, LLC CSG",MA,Bristol,staged_only,,2.0,,OP
63563:INCOM,"Incom Solar, LLC CSG",MA,Worcester,staged_only,,2.0,,OP
63564:JHSOL,"JH Solar, LLC CSG",MA,Worcester,staged_only,,1.0,,OP
63565:WOODC,"Woodchuck Solar, LLC CSG",MA,Worcester,staged_only,,1.0,,OP
63566:HW158,HWY 158 PV,NC,Hertford,staged_only,,9.0,,OP
63569:DUD3,"Dudley River 3 Solar, LLC CSG",MA,Worcester,staged_only,,1.0,,OP
63570:DUD2,"Dudley River 2 Solar, LLC CSG",MA,Worcester,staged_only,,1.0,,OP
63571:DUD1,"Dudley River Solar, LLC CSG",MA,Worcester,staged_only,,1.0,,OP
63572:LEDEA,"Ledeaux Solar, LLC CSG",MA,Worcester,staged_only,,1.0,,OP
63573:COHAS,"Cohasse Solar, LLC CSG",MA,Worcester,staged_only,,1.0,,OP
63574:GEN1,Atchison County Wind,MO,Atchison,staged_only,,299.0,,OP
63575:TBRID,Thunderbird Generator (Tbird),KS,Lyon,staged_only,,1.0,,OP
63576:FS4,FastSun 4 CSG,MN,Washington,staged_only,,1.0,,OP
63577:FS21,FastSun 21 CSG,MN,Sherburne,staged_only,,1.0,,OP
63578:SWF01,Sagamore Wind,NM,Roosevelt,staged_only,,522.0,,OP
63579:BSEC,Britton Solar Energy Center,NM,Torrance,staged_only,,50.0,,OP
63582:HFS,Harmony Solar (FL),FL,Osceola,staged_only,,74.5,,OP
63583:TCS,Taylor Creek Solar,FL,Orange,staged_only,,74.5,,OP
63585:NY3,NY3 Battery,NY,Rockland,staged_only,,3.0,,OP
63586:KERII,SR Kersey II,CO,Weld,staged_only,,1.0,,OP
63587:SKYC,SR Skylark C,CO,Weld,staged_only,,1.1,,OP
63588:PALOA,"Palombo Solar, LLC CSG",MA,Worcester,staged_only,,2.0,,OP
63589:PALOB,"Palombo B Solar, LLC CSG",MA,Worcester,staged_only,,1.0,,OP
63590:PONDE,Ponderosa Wind Energy Center,OK,Beaver,staged_only,,200.0,,OP
63592:NUTMG,Nutmeg Solar,CT,Hartford,staged_only,,19.6,,OP
63593:SC,"Brooten CSG1, LLC",MN,Pope,staged_only,,1.0,,OP
63594:SC,"Buffalo Lake CSG1, LLC",MN,Renville,staged_only,,1.0,,OP
63595:SC,"Lowry CSG2, LLC",MN,Pope,staged_only,,1.0,,OP
63596:SC,"Paynesville CSG1, LLC",MN,Stearns,staged_only,,1.0,,OP
63597:SC,"Plato CSG1, LLC",MN,McLeod,staged_only,,1.0,,OP
63598:SC,"Sacred Heart CSG1, LLC",MN,Renville,staged_only,,1.0,,OP
63599:SC,"Stewart CSG1, LLC",MN,McLeod,staged_only,,1.0,,OP
63601:1,Isabella Wind Park,MI,Isabella,staged_only,,383.5,,OP
63603:ILM01,Illumina Way SD,CA,San Diego,staged_only,,3.5,,OP
63605:ATT35,ATT North Watney,CA,Solano,staged_only,,2.0,,OP
63606:ATT27,ATT Ventura Blvd,CA,Los Angeles,staged_only,,1.0,,OP
63609:ALRGN,Allergan,CA,Orange,staged_only,,1.5,,OP
63610:BAKER,Baker,CA,Orange,staged_only,,1.2,,OP
63611:CSULB,CSU Long Beach,CA,Los Angeles,staged_only,,2.5,,OP
63612:DATS0,DATS,CA,Orange,staged_only,,1.0,,OP
63613:DOWNY,Downey,CA,Los Angeles,staged_only,,2.0,,OP
63614:LAWRP,LAWRP,CA,Orange,staged_only,,1.0,,OP
63615:LBCON,Long Beach Convention Center,CA,Los Angeles,staged_only,,1.5,,OP
63616:OCSD1,OCSD,CA,Orange,staged_only,,4.9,,OP
63617:SOCCD,SOCCD,CA,Orange,staged_only,,1.3,,OP
63618:USBRK,USS Solar Brick,IL,Macoupin,staged_only,,2.0,,OP
63620:USGCH,USS Goodrich Solar,IL,Kankakee,staged_only,,2.0,,OP
63621:USSYC,USS Sycamore Solar (CSG),IL,DeKalb,staged_only,,2.0,,OP
63623:GEN1,Lafayette 2 - MLK Jr. Hospital (MLK),CA,Los Angeles,staged_only,,1.7,,OP
63624:LC,"La Chalupa, LLC",TX,Cameron,staged_only,,198.5,,OP
63626:229,"IGS FE Trenton, LLC",NJ,Mercer,staged_only,,1.5,,OP
63627:252,"Scenic Hill Solar IV, LLC",AR,Johnson,staged_only,,2.2,,OP
63628:1,Tinker,OK,Oklahoma,staged_only,,48.1,,OP
63628:2,Tinker,OK,Oklahoma,staged_only,,48.1,,OP
63629:HYDRA,"Hydra Community Solar Garden, LLC (CSG)",MN,Rice,staged_only,,1.0,,OP
63632:Y9111,Primient Loudon Plant,TN,Loudon,staged_only,,30.7,,OP
63632:Y9121,Primient Loudon Plant,TN,Loudon,staged_only,,30.7,,OP
63635:CROWN,Crown,SC,Lancaster,staged_only,,3.0,,OP
63636:FR1,Fort Rock I,OR,Lake,staged_only,,9.9,,OP
63637:TKG00,One Patriot,MA,Norfolk,staged_only,,2.0,,OP
63638:CTC13,Tracy 210,CA,San Joaquin,staged_only,,2.6,,OP
63639:COWF,Contrail Wind Farm,IA,Taylor,staged_only,,112.4,,OP
63640:SHWF,Southern Hills Wind Farm,IA,Union,staged_only,,254.1,,OP
63641:DTWF,Diamond Trail Wind Farm,IA,Iowa,staged_only,,252.5,,OP
63642:W9736,Dunn Road Solar,OR,Clackamas,staged_only,,1.8,,OP
63647:SDM00,SDM000 Clarkson Fuel Cell,NY,Kings,staged_only,,1.8,,OP
63648:NHH03,NHH003 Clarkson Fuel Cell,NY,Kings,staged_only,,1.1,,OP
63649:NHH04,NHH004 Winthrop Fuel Cell,NY,Kings,staged_only,,1.0,,OP
63650:TC3,Flodquist Community Solar LLC CSG,MN,Chisago,staged_only,,1.0,,OP
63651:5812,North Kern State Prison Phase II,CA,Kern,staged_only,,4.0,,OP
63654:SHRFF,Sheriff Road,MD,Prince Georges,staged_only,,1.1,,OP
63655:COY,Coyote Wind LLC,TX,Scurry,staged_only,,242.5,,OP
63656:PS1,CED Peoria Solar,IL,Peoria,staged_only,,2.0,,OP
63657:TC3,Siems Solar Project CSG,MN,Goodhue,staged_only,,1.0,,OP
63658:TC3,Schueler Community Solar,MN,Wright,staged_only,,1.0,,OP
63659:BOWDN,Bowden Solar LLC,MA,Hampden,staged_only,,2.0,,OP
63660:M72W,M72 West Solar,MI,Leelanau,staged_only,,1.8,,OP
63661:SWM-1,SWM Fuel Cell,NY,Suffolk,staged_only,,2.8,,OP
63661:SWM-2,SWM Fuel Cell,NY,Suffolk,staged_only,,2.8,,OP
63661:SWM-3,SWM Fuel Cell,NY,Suffolk,staged_only,,2.8,,OP
63663:W0053,Mt Hope Solar,OR,Clackamas,staged_only,,2.5,,OP
63664:W0055,Williams Acres Solar,OR,Marion,staged_only,,2.5,,OP
63665:W0054,River Valley Solar,OR,Marion,staged_only,,1.9,,OP
63666:BIT,"Bitter Ridge Wind Farm, LLC",IN,Jay,staged_only,,146.6,,OP
63667:SAS,Sanford Solar,ME,York,staged_only,,49.4,,OP
63668:URI,"University Solar, LLC",RI,Kent,staged_only,,24.0,,OP
63672:LV,Lakeville Solar,MA,Plymouth,staged_only,,2.7,,OP
63674:DEDEA,Dedeaux,CA,Los Angeles,staged_only,,0.9,,OP
63675:TROYL,MSAP 13,NY,Rensselaer,staged_only,,2.0,,OP
63676:SPENC,Spencer Solar CSG,MA,Worcester,staged_only,,2.3,,OP
63678:PAUL,Paulson Community (CSG),MN,Le Sueur,staged_only,,1.0,,OP
63679:LAUR,Laurel Village (CSG),MN,Wright,staged_only,,1.0,,OP
63680:HERTZ,Hertzberg Community (CSG),MN,Stearns,staged_only,,1.0,,OP
63681:13,Oak Leaf Solar XXXIII LLC (Lantz),CO,Chaffee,staged_only,,1.5,,OP
63681:14,Oak Leaf Solar XXXIII LLC (Lantz),CO,Chaffee,staged_only,,1.5,,OP
63682:BLCS,Brenda Luhman - CSG,MN,Goodhue,staged_only,,1.0,,OP
63683:CRLSN,Carlson Community (CSG),MN,Chisago,staged_only,,1.0,,OP
63684:HAMR,Hammer Community (CSG),MN,Sherburne,staged_only,,1.0,,OP
63685:LUNA,Luna Storage,CA,Los Angeles,staged_only,,100.0,,OP
63686:GFWP,Crescent Wind Park,MI,Hillsdale,staged_only,,150.0,,OP
63687:CWP,Gratiot Farms Wind Project,MI,Montcalm,staged_only,,150.0,,OP
63688:CTG-1,Topaz Generating,TX,Galveston,staged_only,,60.5,,OP
63688:CTG-2,Topaz Generating,TX,Galveston,staged_only,,60.5,,OP
63688:CTG-3,Topaz Generating,TX,Galveston,staged_only,,60.5,,OP
63688:CTG-4,Topaz Generating,TX,Galveston,staged_only,,60.5,,OP
63688:CTG-5,Topaz Generating,TX,Galveston,staged_only,,60.5,,OP
63688:CTG-6,Topaz Generating,TX,Galveston,staged_only,,60.5,,OP
63688:CTG-7,Topaz Generating,TX,Galveston,staged_only,,60.5,,OP
63688:CTG-8,Topaz Generating,TX,Galveston,staged_only,,60.5,,OP
63688:CTG-9,Topaz Generating,TX,Galveston,staged_only,,60.5,,OP
63688:CTG10,Topaz Generating,TX,Galveston,staged_only,,60.5,,OP
63689:RLFS,Red Lake Falls Community Hybrid,MN,Red Lake,staged_only,,1.0,,OP
63689:RLFW,Red Lake Falls Community Hybrid,MN,Red Lake,staged_only,,4.6,,OP
63690:PV1,Oak Street Solar,MA,Hampden,staged_only,,3.5,,OP
63691:13502,"Hunker Solar River, LLC",PA,Westmoreland,staged_only,,3.3,,OP
63692:13504,"PG Solar, LLC",NC,Duplin,staged_only,,2.0,,OP
63693:13503,"Freight Line Solar, LLC",NC,Duplin,staged_only,,2.0,,OP
63694:13501,"Butler Solar, LLC",OR,Yamhill,staged_only,,4.0,,OP
63695:13502,"Holly Swamp Solar, LLC",NC,Robeson,staged_only,,2.0,,OP
63696:WEST,Westmoreland County Solar Project,VA,Westmoreland,staged_only,,19.9,,OP
63697:13440,Cranberry Solar,MA,Plymouth,staged_only,,1.0,,OP
63698:GALLO,Galloway Landfill,NJ,Monmouth,staged_only,,2.3,,OP
63699:AGT0A,AGT000 Stevens Creek Fuel Cell,CA,Santa Clara,staged_only,,1.2,,OP
63699:AGT0B,AGT000 Stevens Creek Fuel Cell,CA,Santa Clara,staged_only,,1.0,,OP
63700:AGT01,AGT001 Centerville Fuel Cell,DE,New Castle,staged_only,,1.3,,OP
63701:CST1A,CST001 McCarthy Fuel Cell,CA,Santa Clara,staged_only,,0.9,,OP
63701:CST1B,CST001 McCarthy Fuel Cell,CA,Santa Clara,staged_only,,0.3,,OP
63702:EQX02,EQX002 Secaucus Rd Fuel Cell,NJ,Hudson,staged_only,,1.5,,OP
63703:EQX03,EQX003 Secaucus Rd Fuel Cell,NJ,Hudson,staged_only,,2.0,,OP
63704:EQ10A,EQX010 Great Oaks Fuel Cell,CA,Santa Clara,staged_only,,1.2,,OP
63704:EQ10B,EQX010 Great Oaks Fuel Cell,CA,Santa Clara,staged_only,,1.2,,OP
63705:EQ11A,EQX011 Duane Fuel Cell,CA,Santa Clara,staged_only,,2.0,,OP
63705:EQ11B,EQX011 Duane Fuel Cell,CA,Santa Clara,staged_only,,1.4,,OP
63705:EQ11C,EQX011 Duane Fuel Cell,CA,Santa Clara,staged_only,,1.8,,OP
63706:EQX12,EQX012 Harz Fuel Cell,NJ,Hudson,staged_only,,2.5,,OP
63708:EQ15A,EQX015 Great Oaks Fuel Cell,CA,Santa Clara,staged_only,,2.0,,OP
63708:EQ15B,EQX015 Great Oaks Fuel Cell,CA,Santa Clara,staged_only,,2.0,,OP
63710:GH1,Golden Hill Wind,OR,Sherman,staged_only,,201.3,,OP
63711:JSR00,JSR000 N Mathilda Fuel Cell,CA,Santa Clara,staged_only,,1.1,,OP
63712:KSR28,KSR028 Merced Fuel Cell,CA,Alameda,staged_only,,2.0,,OP
63713:IIV0A,IIV000 Mt Bethel Fuel Cell,NJ,Somerset,staged_only,,1.3,,OP
63713:IIV0B,IIV000 Mt Bethel Fuel Cell,NJ,Somerset,staged_only,,1.3,,OP
63714:GEN05,GEN005 Antibody Fuel Cell,CA,San Diego,staged_only,,2.5,,OP
63715:SCU00,SCU000 El Camino Real Fuel Cell,CA,Santa Clara,staged_only,,1.5,,OP
63716:KSR53,KSR053 Cantara Fuel Cell,CA,Los Angeles,staged_only,,1.6,,OP
63717:TLR0A,TLR000 Hansen Fuel Cell,CA,Monterey,staged_only,,1.0,,OP
63717:TLR0B,TLR000 Hansen Fuel Cell,CA,Monterey,staged_only,,1.5,,OP
63717:TLR0C,TLR000 Hansen Fuel Cell,CA,Monterey,staged_only,,0.5,,OP
63718:CR,ISM Solar Cranston CSG,RI,Providence,staged_only,,3.1,,OP
63719:ELO,Elora Solar,TN,Lincoln,staged_only,,150.0,,OP
63720:PGR23,Augusta Solar,SC,Greenwood,staged_only,,2.0,,OP
63721:COOLS,Cool Springs Solar (Hybrid),GA,Decatur,staged_only,,213.0,,OP
63721:CSBAT,Cool Springs Solar (Hybrid),GA,Decatur,staged_only,,40.0,,OP
63722:BA1,Rawhide Prairie Solar Hybrid,CO,Larimer,staged_only,,1.0,,OP
63722:PV1,Rawhide Prairie Solar Hybrid,CO,Larimer,staged_only,,22.0,,OP
63723:H0001,Ho'Ohana Solar 1,HI,Honolulu,staged_only,,65.3,,OP
63723:HESS1,Ho'Ohana Solar 1,HI,Honolulu,staged_only,,52.0,,OP
63724:HAYF1,Hayfield Solar I LLC CSG,MN,Dodge,staged_only,,1.0,,OP
63725:HAYF3,Hayfield Solar III LLC CSG,MN,Dodge,staged_only,,1.0,,OP
63726:PSCTY,Pipestone City Solar LLC CSG,MN,Pipestone,staged_only,,1.0,,OP
63727:SL3EC,Slate Hybrid,CA,Kings,staged_only,,67.5,,OP
63727:SLATE,Slate Hybrid,CA,Kings,staged_only,,50.5,,OP
63727:SLB3C,Slate Hybrid,CA,Kings,staged_only,,33.8,,OP
63727:SLBES,Slate Hybrid,CA,Kings,staged_only,,50.0,,OP
63727:SLBPW,Slate Hybrid,CA,Kings,staged_only,,10.0,,OP
63727:SLBSV,Slate Hybrid,CA,Kings,staged_only,,46.5,,OP
63727:SLPWR,Slate Hybrid,CA,Kings,staged_only,,26.0,,OP
63727:SLSTN,Slate Hybrid,CA,Kings,staged_only,,63.0,,OP
63727:SLSVC,Slate Hybrid,CA,Kings,staged_only,,93.0,,OP
63728:BESS,Taos Mesa Energy Facility Hybrid,NM,Taos,staged_only,,12.5,,OP
63728:TMEF1,Taos Mesa Energy Facility Hybrid,NM,Taos,staged_only,,15.0,,OP
63729:MT1,CES Marbletown Solar,NY,Ulster,staged_only,,3.0,,OP
63731:NT125,Neptune Energy Center Hybrid,CO,Pueblo,staged_only,,125.0,,OP
63731:NT325,Neptune Energy Center Hybrid,CO,Pueblo,staged_only,,325.0,,OP
63732:11630,"ESA Buies Creek, LLC",NC,Harnett,staged_only,,2.8,,OP
63733:11631,"Eros Solar, LLC",NC,Duplin,staged_only,,5.0,,OP
63734:11632,"Ventura Solar, LLC",NC,Alexander,staged_only,,5.0,,OP
63738:HEL,Helena Wind,TX,Bee,staged_only,,268.2,,OP
63739:LMAJ,Las Majadas Wind Farm,TX,Willacy,staged_only,,272.6,,OP
63741:USBCS,USS Bluff Country Solar CSG,MN,Winona,staged_only,,1.0,,OP
63742:USVIC,USS Viceroy Solar LLC CSG,MN,Pope,staged_only,,1.0,,OP
63743:SOLWY,USS Solar Way LLC CSG,MN,Freeborn,staged_only,,1.0,,OP
63744:HUBER,USS Hubers Solar LLC CSG,MN,Rice,staged_only,,1.0,,OP
63745:GVSO,"Greensville County Solar Project, LLC",VA,Greensville,staged_only,,80.0,,OP
63746:MYSO,"TWE Myrtle Solar Farm, LLC",VA,Suffolk City,staged_only,,15.0,,OP
63747:GRA,Fogarty CSG,NY,Orange,staged_only,,2.0,,OP
63748:MHW,Mount Hope West,NY,Orange,staged_only,,1.9,,OP
63749:MHE,Mount Hope East,NY,Orange,staged_only,,1.9,,OP
63750:BLU,Bluestone,NY,Ulster,staged_only,,2.0,,OP
63751:UND,Underhill,NY,Dutchess,staged_only,,2.0,,OP
63752:GRA,Grabinski,NY,Orange,staged_only,,2.0,,OP
63753:218,"Platteville Solar CSG, LLC",CO,Weld,staged_only,,1.3,,OP
63754:SBI01,Gulf Power Blue Indigo Energy,FL,Jackson,staged_only,,74.5,,OP
63755:E1,Milner Butte LFGE,ID,Cassia,staged_only,,1.3,,OP
63755:E2,Milner Butte LFGE,ID,Cassia,staged_only,,1.3,,OP
63755:E3,Milner Butte LFGE,ID,Cassia,staged_only,,1.3,,OP
63756:DGSC1,Omtanke Solar,SC,Berkeley,staged_only,,6.0,,OP
63757:MAD01,Madero Grid,TX,Hidalgo,staged_only,,100.0,,OP
63758:KROLH,Kroger La Habra,CA,Orange,staged_only,,1.2,,OP
63759:BALGR,Ballenger Road Solar A,SC,Spartanburg,staged_only,,2.0,,OP
63760:WHRSA,White Horse Solar A,SC,Greenville,staged_only,,2.0,,OP
63761:SSCLC,Soscol Ferry Solar,CA,Napa,staged_only,,1.0,,OP
63761:SSCLD,Soscol Ferry Solar,CA,Napa,staged_only,,1.0,,OP
63762:SILVA,Silveira Ranch Road Solar,CA,Marin,staged_only,,1.0,,OP
63762:SILVB,Silveira Ranch Road Solar,CA,Marin,staged_only,,1.0,,OP
63762:SILVC,Silveira Ranch Road Solar,CA,Marin,staged_only,,1.0,,OP
63763:ATES,CES Agawam Tuckahoe Solar Hybrid,MA,Hampden,staged_only,,2.6,,OP
63763:ATPV,CES Agawam Tuckahoe Solar Hybrid,MA,Hampden,staged_only,,3.6,,OP
63764:TXEB1,Elm Branch Solar 1,TX,Ellis,staged_only,,134.7,,OP
63765:ALBB1,Black Bear Solar 1,AL,Montgomery,staged_only,,100.0,,OP
63766:ARHA1,Happy Solar 1,AR,White,staged_only,,95.0,,OP
63768:PAEH2,Elk Hill Solar 2,PA,Franklin,staged_only,,15.0,,OP
63769:TXBC1,Briar Creek Solar 1,TX,Navarro,staged_only,,127.0,,OP
63770:COBH1,Bighorn Solar 1,CO,Pueblo,staged_only,,240.0,,OP
63772:1394,Adirondack Solar,NY,Clinton,staged_only,,1.1,,OP
63773:PAEH1,Elk Hill Solar 1,PA,Franklin,staged_only,,20.0,,OP
63774:KISCB,Mount Kisco Landfill Solar & Storage CSG,NY,Westchester,staged_only,,0.7,,OP
63774:KRS,Mount Kisco Landfill Solar & Storage CSG,NY,Westchester,staged_only,,1.0,,OP
63775:BESS1,Tech Square Microgrid,GA,Fulton,staged_only,,0.2,,OP
63775:DG1,Tech Square Microgrid,GA,Fulton,staged_only,,0.6,,OP
63775:FC1,Tech Square Microgrid,GA,Fulton,staged_only,,0.2,,OP
63775:NGE1,Tech Square Microgrid,GA,Fulton,staged_only,,0.2,,OP
